Title,Price,Sold,Reviews,Condition,Brand,Type,Control Style,Power Source,Heating System,Color,Voltage,Model,Number of Heat Settings,Features,Mounting Location,Power,UPC,Type 1,Material,MPN,EAN,Energy Efficiency Rating,Tank Capacity,Item Length,Area Covered,BTU Heating Rating,Heating Element Material,EC Range,Annual Fuel Utilization Efficiency (AFUE),Year Manufactured,Item Depth,Heating Element Format,Colour,Energy Efficiency Ratio (EER),Cable Length,Item Width,Operating Sound Rating,Custom Bundle,Energy Rating,Air Direction,Manufacturer Warranty,Item model number,Product Dimensions,Item Weight,Heating Method,Item Dimensions LxWxH,ISBN,Power (W),Unit Quantity,Country/Region of Manufacture,Design,Voltage Supply,Manufacturer Part Number,Shape,Number of Pieces,Towel Rack Length,Modified Item,Mounting,Item Height,Style,Cool Fan Setting,Energy Star,Smart Home Protocol,Location,Timer Control,Smart Home Compatibility,Tonnage,Refrigerant,Batteries Required?,Is Discontinued By Manufacturer,Manufacturer,Package Contents,Prop65_fl,Prop65Warning,Gear,Heating element,Heating Wattage,Rated power,Rated voltage,Weight,Length,Height,Current Rating,Size,Hight,Model Number,Package,Piece Count,Product Type,Country Of Origin,Function3,Function4,Function5,Function6,Function7,Function8,Origin,Power Mode,Volume,Certification,Colors,Function,Function1,Function2,ItemWidth,ItemLength,ItemHeight,Warranty Description,Assembly Required,Material Care Instructions,Included Components,Video of unit turned on,Heater Style,BU Heating Rating,Annual Fuel Utilization Efficiency/ AFUE,Heater Model Number,Heating Element,Product Weight,Room Heater,Application,Area Heated,Electric Heater,Electric Heater Type,Heater for Home,Suitable for,Wholesale,Use,Thermostat,Item name,Number of Speed Settings,Voltage (V),Ceramic Heating Element,Dropshipping,Size with box,Heater,Warmer Blower,Recommended Environment,Power Type,Heat Output,Battery Included,Bundle Description,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Motor Type,Width,Binding,Studio,Scent,Publisher,ProductTypeName,ProductGroup,PackageQuantity,MaterialType,Label,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Key Word,ProductType,Application:,Power supply:,Heater Plug Type:,Heater Type:,Item Type,Installation,House heaters,Home heater,NumberOfItems,Assembled Product Dimensions (L x W x H),Recommended Location,Assembled Product Weight,PackQty,Dimension(ID*H),Power Tolerance,Product Name,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Product Weight (lb.),Power/Fuel Type,Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Cord Length (in.),Heating Technology Type,Amperage (amps),Room Size,Portable Heater Features,Certifications and Listings,Product Height (in.),Voltage (volts),Package Dimensions,Dimension,Timer,Temperature setting,Idle Speed of Fan,New Title,Mounting & Moving,Compressor Type,Manufacturer Color,Country of Origin,Warranty,PRICE,USE,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Add To Watchlist,We Dont Accept PO BOX,Product Height (in),Baseboard Heating Type,Product Depth (in),Heat rating (BTU/hour),Color Family,Hydronic,Product Length (in),Vented,Pack Size,Product Width (in),Product Weight (lb),Heating Product Type,Price,USA Seller,Product use,Customer service,Limited time offer,Shipping Exclusions
"ELECTRIC TOWEL WARMER DRYER RACK, 6 BARS, FREE STANDING",40.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Unbranded,heated Towel Stand,,Electric,,Silver,,,,Electric,,,,,Aluminum,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,China,,,,Rectangle,1-Piece,23,No,Freestanding,36 in,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starke Electric Fan Heater Black 2000W Portable Thermostat Room Floor Table Desk,59.0,"1,678 sold","['Works fine, light weight and effective heater for small area.', 'It’s very small Heater . not powerful and expensive ', ""It's just a fan heater enough said"", 'Thank you. ', 'Works like a treat just right for our caravan', 'all good']",New,Starke,Portable Heater,Rotary Knob,"Electric, Fan",Forced Air/Fan,,240 V,2000W,2,"Analog Thermostat, Anti Frost, Automatic Shut-Off, Cool-Touch Exterior, Thermostat",Floor,1501-2000 W,0787099867171,,,KFH600-S,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Space Heaters Ceramic Portable Fan Electric For Home Car Tent Office Black,44.68,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",2bfairshop,,,,,,,,,,,,Does not apply,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater 12-foot Propane Hose & Regulator Assembly w/Soft Nose POL Hand Wheel,44.99,6 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Propane Hose,,Propane,,,,F273072,,,,,089301730724,,Brass,F273072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Mount Space Heater Panel - 250 Watt Splashproof Convection Heater EconoHome,45.00,5 watchers, ,,EconoHome,Wall Mount Heater Panel,,Electric,Convection,White,120 V,500SSTMST,1,,Wall,201-300 W,0850014890049,,Calcium Silicate,500SSTMST,,,,22.5 in,,,,,,,,,,3 or Less,100 sq ft,2.5 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kloudic 950W Portable Electric Space Heater 2sec Heat up Travel Fan Heater - NIB,44.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",KLOUDIC,Portable Heater,Touch,Electric,Radiant,Black,120 V,KD-QN05,3 Settings With Fan Heater,Fast And Free Shipping,"Desk/Tabletop, Floor, Free Stand",950W,Does not apply,,Ceramic,KD-QN05,,,N/a,5.3*5.3*8.2 inches,Room,950W,Ceramic,,N/a,,5.3*5.3*8.2 inches,Yes,,Yes,,5.3*5.3*8.2 inches,42 dB,No,,Oscillation,,,,,,,,,,,,,,,,,,,,,,Compliant,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylite Ecoheaters 1ft 45W, 2ft 80W, 3ft 135W, 4ft 180W, 5ft 225W, 6ft 270W ",15.1,150 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Hylite Ecoheaters,Tubular Heater,Plug In,Electric,Immediate Area,,240 V,Hylite Ecoheaters,1,,"Floor, Wall",,,,Steel,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenhouse, Kennel, Shed, Caravan, Garage, Greenhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silentnight 2kw Fan Heater Portable Electric Hot / Cool Air Oscillating Base,40.12,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Silentnight,,,,,White,240 V,,,Oscillation,,,,,Plastic,38420,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Lasko CD08200 Bathroom Heater White Ceramic,44.99, ,"[""I put this bathroom heater in my bedroom to compare with another good Lasko room heater of similar size and the same 1500 W but with different features. I like the angle of the heat blast from this bathroom heater better for when I'm sitting on my bed getting dressed in front of the heater, I am happier with the other in my office. which has a steeper angle of blast and a thermostat.I also use this bathroom heater in the bathroom for which it was intended. I wanted it above the sink level for safety, as there's nowhere else to put the heater but on the sink counter.  I  turned a fire safe small ceramic square kleenex holder upside down, and the heater's feet fit nicelyinside.This bathroom heater is convenient because of the one press button for a preset one hour of high heat for quick warmups such as in the bathroom or when getting dressed. No fussing with buttons. It also has High and Low settings that run without a timer.I also noticed that some sellers were saying their heaters were OK for the bathroom but the actual manufacturer did not.  This Bathroom heater is designed for the bathroom.  I'm not sure if the tripper in the cord is necessary if the outlet has one too, as many houses do these days in any water environment such as the bathroom or the kitchen.  I'm guessing the tripper in the plug reacts to the unit rather than the wall socket."", ""This heater does an excellent job of putting out a lot of air with the fan and also Heats the room excellently. For my application I'm using it in a fifth wheel trailer bathroom which is fairly small but one of the problems I'm having with the heater is I'm using a different thermostat on it that is more accurate to turn on and off and the heater shuts off and doesn't come back on when I use the thermostat on it so what you need to do is put something on the round button on top of the heater and tape it down to hold the button down all the time so that thermostat that I've got set up works properly and we'll kick the heater on when the temperature drops or more so when I want to heat the bathroom during a certain time of the day like when I take a shower.Otherwise the heater is an excellent heater and I would highly recommend anybody to buy it very good quality."", 'The heater is modern in design. It has a one hour feature that I love. I turn it on , shower get dressed in a warm bathroom, never have to wonder if I left it running. It automatically shuts off after 1 hour.', ""1. easy to turn on and off2. heats up fast3. has 1-hour auto shutoff4. very sturdy design, not likely to tip over5. made for humid areas like bathroomsbonus: it's cute!"", ""Here's the story:  To have my small bathroom warm when I get up in the morning for my shower, I had a small ceramic 1500 Watt heater connected into a wall timer to turn on automatically, and if I forgot (which I often did) to turn off automatically. With this Lasko heater, I tap the top when I'm ready to shower and it turns on high for one hour. Firstly, I don't have to remember to turn it off. Secondly, the velocity of the hot air coming out is so high that the bathroom heats up much quicker than my other heater, even though the wattage of both units is the same. This saves my electric bill.It seems to be good, quality wise, but it's only a month old now so we'll see.  November, 2020A note:  After it's turned off, and the top button (the big and only one) is tapped, it starts at the timed one hour 1500 Watt setting automatically."", ""It is difficult to find a space heater that is specifically for bathroom use. I was happy to find this one at this price and good reviews! It does exactly what I need it to do, I warm up my bathroom before a shower as my heat does not do that well - North side of house in Wisconsin! I will see how it holds up this winter, but so far very pleased with it's performance."", 'Works great! Instant heat . Small size is great. Comes with wet location plug  &amp; cord', ""Perfect replacement for my old heater that finally died. Small, lightweight, gets super warm in my little bathroom. Like that it's specifically made to use in a bathroom. Warming, the front grill can get hot!"", 'This little heater has all the power i need to heat up the bathroom in a hurry. Set it for an hour walk away and it turns itself off. Very nice 👍 made for humid bathroom areas. Very attractive too.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Ceramic,"Push Button, Touch","Fan, Electric",Forced Air/Fan,"Gray, White, Ceramic",12 V,Lasko CD08200,3,"Timer, Indoor, 3 Heat Settings,1-Hour Timer,Automatic Overheat Protection, Portable, Cool-to-Touch, automatic overheat protection, Portable,Thermostat, Portable,Overheat Protection,Thermostat, 1 hour timer, Plug, 3 heat settings, acli safety plug, Bladeless, Automatic Shutoff,Cool-to-Touch,ACLI Safety Plug, Adjustable Thermostat, Bladeless, Overheat Protection, Heater, Adjustable Thermostat","Portable, Desk/Tabletop",1500,0046013776204,,"Ceramic, Metal",CD08200,,,,,150 to 249 sq ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic,,1 Hour,Bathroom heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado VH10 Vortex Space Heater with Adjustable Thermostat - Black, , ,"[""We use a soapstone stove to heat the rest of our  house and use the Vornado to keep me toasty while I'm  working in my 14' x11' office/craft room: it sure packs a lot of heat in such asmall package and it's  very quiet.....best area heater I've  ever had!"", 'It heats up the room quickly.  Very quiet.  I can move it to any room that I am in.It is just what I wanted it to do.', 'Very quiet fan, and throws a reasonable amount of heat for only 1500 watt heater.', 'Takes the chill out of a room fast, you can feel the difference within minutes. Also as mentioned in reviews it is quiet. And the looks simple and modern.', 'Will have wait til winter to see how well it works', 'Have tried all styles of heaters, this is the only one that can heat up a room', 'great product', 'no heat', 'Not enough heat']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Vornado,Portable Heater,"Dial, Switch, Touch",Electric,Forced Air/Fan,Black,120 V,Vornado VH10,2,"Handle, Tip-Over Safety Switch,Thermostat,Handle, Portable, Cool-Touch Exterior, Carrying Handle, Multiple Features, Portable,Thermostat, Automatic Shut-OFF!, Heating, Tip-Over Safety Switch, Enclosed Motor, Cooling, Non Glowing Heating Element, Cool-Touch Exterior,Thermostat,Remote Control, Cool-Touch Exterior,Remote Control,Thermostat, Tip over Protection, Remote Control, Heater",Portable,1500,,,Plastic,EH1-0095-06,,,,,150 to 249 sq ft,,,,,2018,,,,,,9.3 in,Multiple Noise Level,,,,,,,,,,,,,,,,,,,,,,,,,,Fan Heaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater F273702 12ft Propane Hose Assembly,44.56,30-day returns,"[""Only complaint is that the male connection to the bulk tank is REVERSE threaded and this was not disclosed in the instructions, and the male thread to the heater is STANDARD threaded.    Almost returned the product as defective because I couldn't make connections  but I finally figured it out.  I wrote to the company to suggest that they make this clear in the packaging.  Haven't heard a word.  Hope the product is better than the company."", 'Bought 2 x mr buddy heaters and needed a way to run them off a separate gas bottle which could be stored outside. This hose fits perfectly and does the job ', 'works as promised', 'Priced right and the right one for my heater.', 'Good hose works as it should.', 'Mr Heater quality.', 'It was better quality than the one I bought from Home Depot', 'Safe product']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Hose,Digital,"Propane Gas, Electric, Gas, Gas,Propane, Propane",Radiant,Black,Not Electric,F273702,2,"Portable, Indoor/Outdoor, Outdoor, 12 FT F273702",Wall,,0089301737020,,"Brass,Plastic, Metal,Brass,Plastic, Plastic,Brass,Metal, Brass, Plastic,Metal,Brass, Plastic, Steel",F273702,0089301737020,,,,12 ft,75000,Stainless Steel,,100%,,11 in,Coil,,,12 ft,251 in,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,Thread,,24 Hours,Mr. Heater Buddy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotatsu heater replacement code 3m with switche SK-3000 Japan Free shipping,41.97,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Hoshiko,,Switch,,,,,,,,,,Does not apply,,,SK3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater Little Buddy 3800-BTU Propane Heater Portable Tested Working,43.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Mr. Heater,Portable Heater,,Propane,Radiant,"Black, red",Not Electric,Mr. Heater MH4B,1,,"Desk/Tabletop, Floor",,does not apply,,,does not apply,,,1 gal or Less (5 L),,,,Radiant,,,,,Strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silent Night 2Kw Electric Fan Heater Portable Hot And Cool with Oscillating Base,40.12,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Benross,,,,,,,,,,,,,,,38420,5025301384203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado VH200 1500W Electric Whole Room Heater,44.99, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Vornado,Portable Heater,"Dial, Rotary Knob, Switch, Touch, Analog/Mechanical","Fan, Electric",Forced Air/Fan,Black,120 V,VH200,2,"Auto Shut-off, Timer","Floor, Desk/Tabletop",1001-1500 W,0043765013823,,,,,,,,,,,,,2018,,Coil,,,72 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Heater Electric Portable Personal Space Nonslip Base 200-Watt Purple,44.56,30-day returns,"[""At 200 watts, it's only intend for a small area, under a work desk, for instance. It doesn't have a thermostat, so it runs all the time it's on, but, it does have over heat protection. It's suppose to have a switch to kick it off if it's knocked over, but, either it doesn't, or mine doesn't work. However, the case doesn't get hot, so I'm not really to concerned  I used mine to blow heat under my bed when it's cold, it's small enough that it sets below my box springs, so it's not blowing on the bed but under it. It serves my purpose perfectly. I'm probably going to buy a couple more, 1 for under my desk at home, 1 so I will have a spare."", 'This is a solid little space heater but the amount of heat that comes out seems proportional to it\'s energy use.  I use it for my feet but if it\'s really cold in the space that it\'s being used in, it wouldn\'t be enough heat to be effective even for something like feet.The only reason I bought this one is because my previous order for the same heater was cancelled by \tXA-ELECTRONICS.  First they sent me an email that they were refunding my money with no explanation then later an email arrived saying the reason for the cancelled transaction was that ""The seller says that both of you disagreed over the terms of the transaction"".  This is completely untrue because I had nothing to say about it, so it was just a complete waste of time for me and I still have no idea why they cancelled it without any explanation.  i tried to contact them about this but haven\'t received a response.I would definitely support JONI-MARKET for their extremely fast shipping and excellent service but unless you want a lot of games with extremely poor communication I would avoid like the plague XA-ELECTRONICS for any purchases.', ""When I received this... I won't lie, I thought that this was too small to really make a difference. Until I used it. It's as simple as turning it on or not. It only has one direction. I bought another bigger fancier heater.... Honestly I felt like I was getting cooked. Too hot and made the room feel like a sauna. This one can make a smaller bedroom warm but not uncomfortably so. I liked this heater so much I bought it 3x, not for me but for 3 more people. Its compact and VERY user friendly."", 'Really great small heater that can handle being moved around. Would purchase this item again if I needed a second one. Probably will for backups.', 'I love my little heater and it keeps me warm all night. It actually heats my room and keeps it toasty. I am thinking of ordering another one for my daughter.', 'I\'ve used many space heaters both ceramic and conventional and I\'d swear this little dude puts out more heat than larger units when running on their 500 watt settings! A thermostat would be nice but for this price point, I can\'t complain. Even though this is made in China (and what isn\'t nowadays?!?) it seems better than average ""import"" quality. I\'d buy one again and/or recommend one!  :^)', 'In order to use so little power the fan barely forces the heat forward. Best if you put it under or right in front of desired area. Basically silent operation.', 'It works ', 'Nice buy', 'Good unit, wish it had a temp control.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Unit Heater,Touch,Electric,,Purple,,106,1,Timer,Floor,,0046013765109,,Ceramic,106,0046013765109,,,,,,,,,,,,,,,,,,,,1 Month,,,,,,,,,,,,,,,,,,,,,,EnOcean,,,Cortana,,R-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone Utility Garage Heater 1500-Watt Grey Fan-Forced Electric Portable,40.68,30-day returns,"['Pros:Cranks out so much heat that lower setting is good enough.Cons:* Too small.* Coating on grill began chipping off in a few days.* Heating elements have a dark area in lower quarter, suggesting a short (maybe just mine?)* Carrying handle detached first day (could have dropped to floor).', ""Probably a good size for a hobbit, or a small child's play house.  For adult human, not so much.Within a few weeks the heater began cranking up to HIGH without being told to,and lost the ability to be turned off--had to unplug.Basically a splendid little fire bomb just waiting for its chance to be left unattended for a while. "", 'pros: Showed up within a few days of ordering. Good price, brand new, compact design, decent quality and works well. I use it everyday and if it lasts 6 months I will buy another.cons: The top handle could be bigger and better (obviously not a deal breaker for me). The fan could be a little quieter.over all: A good deal.', ""Purchased this heater 14 years ago and used it every winter since then.  It is small, but BTUs are BTUs regardless of size and it heats my cabin bathroom just fine in the winter.  Mine does not have the newer tip over safety switch.  I've never had any paint chipping issues and it looks as new as it did the day I purchased it. My only complaint is that the heater, hi/lo fan selector switch is very tight to turn, but I've learned to live with it.  The cord is also long enough that I do not need an extension cords which makes portable electrical heaters even more unsafe.  Hope this helps with your decision."", ""small but put's 0ut a lot of heat and runs quietly"", ""This heater is comparable to the older Big Heat cube and the knobs are easier to adjust' I am pleased with both types of heaters because I needed a compact heater.Thi"", 'Great deal', 'Its very small and I need it to warm /dry carpet in a jeep ...', 'A OK ***********************************', 'Compact heater works as advertised. Great low price.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Comfort Zone,Utility,,Electric,Forced Air/Fan,Gray,,,,Handle,,,0075877070708,,,CZ707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brightown Mini Desk Heater 400W Low Wattage Ceramic Heater Tip over Protection,41.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,Does not apply,,Corded Electric,,Orange,,,,,,,313023752710,,,,0313023752710,,,,,,,,,,,,,,,,,,,,,PTC-002,6.3 x 3.15 x 6.3 inches,1.43 pounds,Convection,6.3 x 3.15 x 6.3 inches,Does not apply,,,,,,,,,,,,,,,,,,,,,,No,No,Brightown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
